Brand Name;2023 Final scores - SECTION 4;2023 FINAL PERCENTAGES -  SECTION 4;2022 Final scores - SECTION 5;2022 FINAL PERCENTAGES -  SECTION 5;% change in score 2022-2023;2021 Final scores - SECTION 5;2021 FINAL PERCENTAGES -  SECTION 5;% change in score 2021-2023;2020 Final scores - SECTION 5;2020 FINAL PERCENTAGES -  SECTION 5;% change in score 2020-2023;2019 Final scores - SECTION 5;2019 FINAL PERCENTAGES -  SECTION 5;% change in score 2019-2023;2018 Final scores - SECTION 5;2018 FINAL PERCENTAGES -  SECTION 5;% change in score 2018-2023;2017 Final scores  - SECTION 5;2017 FINAL PERCENTAGES - SECTION 5;% change in score 2017-2023;;;;;;;;;;;;;;;;;
Kmart;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;2;4,08%;-4%;2;5,88%;-5,88%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Kmart Australia;51;56,67%;53;63,86%;-7,19%;37;44,58%;12,09%;10;20,41%;36%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Kohl's;12;13,33%;10;12,05%;1,29%;7;8,43%;4,90%;4;8,16%;5%;3;8,82%;4,51%;1;3,33%;10,00%;0;0,00%;13,33%;;;;;;;;;;;;;;;;;
KOOVS;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
La Redoute;8;8,89%;9;10,84%;-1,95%;4;4,82%;4,07%;5;10,20%;-1%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Lacoste;14;15,56%;19;22,89%;-7,34%;11;13,25%;2,30%;6;12,24%;3%;5;14,71%;0,85%;1;3,33%;12,22%;0;0,00%;15,56%;;;;;;;;;;;;;;;;;
Lands' End;2;2,22%;2;2,41%;-0,19%;4;4,82%;-2,60%;0;0,00%;2%;2;5,88%;-3,66%;2;6,67%;-4,44%;0;0,00%;2,22%;;;;;;;;;;;;;;;;;
LC Waikiki;0;0,00%;0;0,00%;0,00%;1;1,20%;-1,20%;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
Levi Strauss & Co;38;42,22%;29;34,94%;7,28%;27;32,53%;9,69%;15;30,61%;12%;12;35,29%;6,93%;8;26,67%;15,56%;2;7,14%;35,08%;;;;;;;;;;;;;;;;;
Li-Ning;3;3,33%;3;3,61%;-0,28%;5;6,02%;-2,69%;5;10,20%;-7%;1;2,94%;0,39%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Lidl;10;11,11%;18;21,69%;-10,58%;14;16,87%;-5,76%;11;22,45%;-11%;3;8,82%;2,29%;2;6,67%;4,44%;;;#VALUE!;;;;;;;;;;;;;;;;;
Lindex;28;31,11%;26;31,33%;-0,21%;26;31,33%;-0,21%;13;26,53%;5%;14;41,18%;-10,07%;5;16,67%;14,44%;;;#VALUE!;;;;;;;;;;;;;;;;;
LL Bean;3;3,33%;5;6,02%;-2,69%;1;1,20%;2,13%;0;0,00%;3%;0;0,00%;3,33%;0;0,00%;3,33%;0;0,00%;3,33%;;;;;;;;;;;;;;;;;
Longchamp;2;2,22%;2;2,41%;-0,19%;1;1,20%;1,02%;1;2,04%;0%;1;2,94%;-0,72%;1;3,33%;-1,11%;;;#VALUE!;;;;;;;;;;;;;;;;;
Louis Vuitton;26;28,89%;26;31,33%;-2,44%;9;10,84%;18,05%;12;24,49%;4%;13;38,24%;-9,35%;2;6,67%;22,22%;0;0,00%;28,89%;;;;;;;;;;;;;;;;;
Lululemon;36;40,00%;38;45,78%;-5,78%;14;16,87%;23,13%;6;12,24%;28%;2;5,88%;34,12%;5;16,67%;23,33%;1;3,57%;36,43%;;;;;;;;;;;;;;;;;
Macy's;4;4,44%;1;1,20%;3,24%;2;2,41%;2,03%;2;4,08%;0%;1;2,94%;1,50%;2;6,67%;-2,22%;0;0,00%;4,44%;;;;;;;;;;;;;;;;;
Mammut;29;32,22%;20;24,10%;8,13%;22;26,51%;5,72%;18;36,73%;-5%;6;17,65%;14,58%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Mango;28;31,11%;24;28,92%;2,20%;18;21,69%;9,42%;11;22,45%;9%;7;20,59%;10,52%;3;10,00%;21,11%;0;0,00%;31,11%;;;;;;;;;;;;;;;;;
Marc Jacobs;24;26,67%;25;30,12%;-3,45%;8;9,64%;17,03%;10;20,41%;6%;12;35,29%;-8,63%;0;0,00%;26,67%;;;#VALUE!;;;;;;;;;;;;;;;;;
Marks & Spencer;25;27,78%;29;34,94%;-7,16%;24;28,92%;-1,14%;26;53,06%;-25%;16;47,06%;-19,28%;18;60,00%;-32,22%;14;50,00%;-22,22%;;;;;;;;;;;;;;;;;
Marni;12;13,33%;0;0,00%;13,33%;0;0,00%;13,33%;2;4,08%;9%;1;2,94%;10,39%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Massimo Dutti;52;57,78%;45;54,22%;3,56%;35;42,17%;15,61%;22;44,90%;13%;20;58,82%;-1,05%;16;53,33%;4,44%;9;32,14%;25,63%;;;;;;;;;;;;;;;;;
Matalan;9;10,00%;8;9,64%;0,36%;6;7,23%;2,77%;1;2,04%;8%;1;2,94%;7,06%;0;0,00%;10,00%;0;0,00%;10,00%;;;;;;;;;;;;;;;;;
Max;0;0,00%;1;1,20%;-1,20%;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
Max Mara;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;0;0,00%;0,00%;0;0,00%;0,00%;;;#VALUE!;;;;;;;;;;;;;;;;;
Merrell;2;2,22%;1;1,20%;1,02%;3;3,61%;-1,39%;0;0,00%;2%;1;2,94%;-0,72%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Metersbonwe;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;0;0,00%;0,00%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Mexx;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;;;;;;;;;;;;;;;;;
Michael Kors;18;20,00%;6;7,23%;12,77%;7;8,43%;11,57%;0;0,00%;20%;0;0,00%;20,00%;0;0,00%;20,00%;0;0,00%;20,00%;;;;;;;;;;;;;;;;;
Miu Miu;21;23,33%;16;19,28%;4,06%;11;13,25%;10,08%;8;16,33%;7%;8;23,53%;-0,20%;2;6,67%;16,67%;0;0,00%;23,33%;;;;;;;;;;;;;;;;;
Mizuno;6;6,67%;7;8,43%;-1,77%;10;12,05%;-5,38%;3;6,12%;1%;5;14,71%;-8,04%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Moncler;24;26,67%;11;13,25%;13,41%;10;12,05%;14,62%;2;4,08%;23%;3;8,82%;17,84%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Monoprix;6;6,67%;9;10,84%;-4,18%;9;10,84%;-4,18%;5;10,20%;-4%;5;14,71%;-8,04%;2;6,67%;0,00%;;;#VALUE!;;;;;;;;;;;;;;;;;
Morrisons;15;16,67%;17;20,48%;-3,82%;17;20,48%;-3,82%;10;20,41%;-4%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
MRP;7;7,78%;8;9,64%;-1,86%;8;9,64%;-1,86%;4;8,16%;0%;2;5,88%;1,90%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Muji;19;21,11%;17;20,48%;0,63%;12;14,46%;6,65%;3;6,12%;15%;3;8,82%;12,29%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
New Balance;29;32,22%;19;22,89%;9,33%;19;22,89%;9,33%;16;32,65%;0%;12;35,29%;-3,07%;3;10,00%;22,22%;4;14,29%;17,94%;;;;;;;;;;;;;;;;;
New Look;23;25,56%;20;24,10%;1,46%;15;18,07%;7,48%;12;24,49%;1%;7;20,59%;4,97%;7;23,33%;2,22%;14;50,00%;-24,44%;;;;;;;;;;;;;;;;;
New Yorker;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;0;0,00%;0,00%;0;0,00%;0,00%;;;#VALUE!;;;;;;;;;;;;;;;;;
Next;24;26,67%;26;31,33%;-4,66%;23;27,71%;-1,04%;14;28,57%;-2%;10;29,41%;-2,75%;5;16,67%;10,00%;4;14,29%;12,38%;;;;;;;;;;;;;;;;;
Nike;35;38,89%;39;46,99%;-8,10%;40;48,19%;-9,30%;25;51,02%;-12%;15;44,12%;-5,23%;6;20,00%;18,89%;6;21,43%;17,46%;;;;;;;;;;;;;;;;;
Nine West;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;0;0,00%;0,00%;0;0,00%;0,00%;;;#VALUE!;;;;;;;;;;;;;;;;;
Nordstrom;15;16,67%;15;18,07%;-1,41%;19;22,89%;-6,22%;8;16,33%;0%;4;11,76%;4,90%;3;10,00%;6,67%;0;0,00%;16,67%;;;;;;;;;;;;;;;;;
Old Navy;34;37,78%;27;32,53%;5,25%;29;34,94%;2,84%;16;32,65%;5%;13;38,24%;-0,46%;6;20,00%;17,78%;5;17,86%;19,92%;;;;;;;;;;;;;;;;;
Otto;3;3,33%;4;4,82%;-1,49%;6;7,23%;-3,90%;5;10,20%;-7%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
OVS;67;74,44%;56;67,47%;6,97%;60;72,29%;2,16%;12;24,49%;50%;10;29,41%;45,03%;4;13,33%;61,11%;;;#VALUE!;;;;;;;;;;;;;;;;;
Paris;13;14,44%;10;12,05%;2,40%;9;10,84%;3,60%;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
Patagonia;19;21,11%;23;27,71%;-6,60%;34;40,96%;-19,85%;28;57,14%;-36%;20;58,82%;-37,71%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Pepe Jeans;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Pimkie;10;11,11%;16;19,28%;-8,17%;19;22,89%;-11,78%;1;2,04%;9%;0;0,00%;11,11%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Prada;21;23,33%;16;19,28%;4,06%;11;13,25%;10,08%;8;16,33%;7%;8;23,53%;-0,20%;2;6,67%;16,67%;0;0,00%;23,33%;;;;;;;;;;;;;;;;;
PrettyLittleThing;19;21,11%;22;26,51%;-5,39%;7;8,43%;12,68%;4;8,16%;13%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Primark;29;32,22%;27;32,53%;-0,31%;25;30,12%;2,10%;16;32,65%;0%;12;35,29%;-3,07%;10;33,33%;-1,11%;5;17,86%;14,37%;;;;;;;;;;;;;;;;;
Prisma;13;14,44%;16;19,28%;-4,83%;8;9,64%;4,81%;11;22,45%;-8%;4;11,76%;2,68%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Pull&Bear;52;57,78%;45;54,22%;3,56%;36;43,37%;14,40%;22;44,90%;13%;20;58,82%;-1,05%;16;53,33%;4,44%;9;32,14%;25,63%;;;;;;;;;;;;;;;;;
Puma;52;57,78%;43;51,81%;5,97%;31;37,35%;20,43%;21;42,86%;15%;14;41,18%;16,60%;9;30,00%;27,78%;9;32,14%;25,63%;;;;;;;;;;;;;;;;;
Quiksilver;0;0,00%;1;1,20%;-1,20%;0;0,00%;0,00%;0;0,00%;0%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Ralph Lauren;38;42,22%;38;45,78%;-3,56%;28;33,73%;8,49%;13;26,53%;16%;5;14,71%;27,52%;0;0,00%;42,22%;0;0,00%;42,22%;;;;;;;;;;;;;;;;;
Reebok;0;0,00%;21;25,30%;-25,30%;32;38,55%;-38,55%;29;59,18%;-59%;20;58,82%;-58,82%;15;50,00%;-50,00%;6;21,43%;-21,43%;;;;;;;;;;;;;;;;;
REI;14;15,56%;9;10,84%;4,71%;13;15,66%;-0,11%;7;14,29%;1%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Reliance Trends;7;7,78%;2;2,41%;5,37%;2;2,41%;5,37%;4;8,16%;0%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Reserved;21;23,33%;15;18,07%;5,26%;14;16,87%;6,47%;9;18,37%;5%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
REVOLVE;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;0;0,00%;0,00%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
River Island;23;25,56%;13;15,66%;9,89%;1;1,20%;24,35%;2;4,08%;21%;1;2,94%;22,61%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Romwe;0;0,00%;0;0,00%;0,00%;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
Ross Dress for Less;5;5,56%;5;6,02%;-0,47%;1;1,20%;4,35%;0;0,00%;6%;0;0,00%;5,56%;1;3,33%;2,22%;0;0,00%;5,56%;;;;;;;;;;;;;;;;;
Roxy;0;0,00%;1;1,20%;-1,20%;0;0,00%;0,00%;0;0,00%;0%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Russell Athletic;20;22,22%;26;31,33%;-9,10%;21;25,30%;-3,08%;2;4,08%;18%;0;0,00%;22,22%;0;0,00%;22,22%;4;14,29%;7,94%;;;;;;;;;;;;;;;;;
s.Oliver;5;5,56%;7;8,43%;-2,88%;5;6,02%;-0,47%;4;8,16%;-3%;1;2,94%;2,61%;0;0,00%;5,56%;0;0,00%;5,56%;;;;;;;;;;;;;;;;;
Sainsbury's;30;33,33%;31;37,35%;-4,02%;26;31,33%;2,01%;14;28,57%;5%;10;29,41%;3,92%;4;13,33%;20,00%;;;#VALUE!;;;;;;;;;;;;;;;;;
SAINT LAURENT;52;57,78%;44;53,01%;4,77%;39;46,99%;10,79%;22;44,90%;13%;15;44,12%;13,66%;8;26,67%;31,11%;4;14,29%;43,49%;;;;;;;;;;;;;;;;;
Saks Fifth Avenue;2;2,22%;5;6,02%;-3,80%;1;1,20%;1,02%;1;2,04%;0%;2;5,88%;-3,66%;0;0,00%;2,22%;0;0,00%;2,22%;;;;;;;;;;;;;;;;;
Salvatore Ferragamo;17;18,89%;18;21,69%;-2,80%;20;24,10%;-5,21%;4;8,16%;11%;6;17,65%;1,24%;3;10,00%;8,89%;;;#VALUE!;;;;;;;;;;;;;;;;;
Sandro;16;17,78%;4;4,82%;12,96%;4;4,82%;12,96%;3;6,12%;12%;4;11,76%;6,01%;0;0,00%;17,78%;;;#VALUE!;;;;;;;;;;;;;;;;;
Savage X Fenty;0;0,00%;#N/A;#VALUE!;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
Semir;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
SHEIN;8;8,89%;0;0,00%;8,89%;0;0,00%;8,89%;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
Shimamura;3;3,33%;4;4,82%;-1,49%;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
Skechers;1;1,11%;1;1,20%;-0,09%;1;1,20%;-0,09%;1;2,04%;-1%;1;2,94%;-1,83%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Speedo;24;26,67%;27;32,53%;-5,86%;36;43,37%;-16,71%;12;24,49%;2%;10;29,41%;-2,75%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Splash;0;0,00%;0;0,00%;0,00%;8;9,64%;-9,64%;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;
Sports Direct;4;4,44%;5;6,02%;-1,58%;4;4,82%;-0,37%;3;6,12%;-2%;3;8,82%;-4,38%;1;3,33%;1,11%;;;#VALUE!;;;;;;;;;;;;;;;;;
Steve Madden;8;8,89%;10;12,05%;-3,16%;7;8,43%;0,46%;1;2,04%;7%;0;0,00%;8,89%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Stradivarius;52;57,78%;45;54,22%;3,56%;35;42,17%;15,61%;22;44,90%;13%;20;58,82%;-1,05%;16;53,33%;4,44%;;;#VALUE!;;;;;;;;;;;;;;;;;
Superdry;46;51,11%;43;51,81%;-0,70%;34;40,96%;10,15%;11;22,45%;29%;9;26,47%;24,64%;4;13,33%;37,78%;;;#VALUE!;;;;;;;;;;;;;;;;;
Takko;3;3,33%;5;6,02%;-2,69%;6;7,23%;-3,90%;3;6,12%;-3%;1;2,94%;0,39%;1;3,33%;0,00%;;;#VALUE!;;;;;;;;;;;;;;;;;
Target;26;28,89%;28;33,73%;-4,85%;26;31,33%;-2,44%;13;26,53%;2%;7;20,59%;8,30%;3;10,00%;18,89%;5;17,86%;11,03%;;;;;;;;;;;;;;;;;
Target Australia;51;56,67%;53;63,86%;-7,19%;37;44,58%;12,09%;10;20,41%;36%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Tchibo;25;27,78%;26;31,33%;-3,55%;39;46,99%;-19,21%;14;28,57%;-1%;13;38,24%;-10,46%;12;40,00%;-12,22%;;;#VALUE!;;;;;;;;;;;;;;;;;
Ted Baker;17;18,89%;17;20,48%;-1,59%;10;12,05%;6,84%;6;12,24%;7%;6;17,65%;1,24%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Tesco;21;23,33%;21;25,30%;-1,97%;15;18,07%;5,26%;17;34,69%;-11%;13;38,24%;-14,90%;5;16,67%;6,67%;4;14,29%;9,05%;;;;;;;;;;;;;;;;;
Tezenis;36;40,00%;34;40,96%;-0,96%;9;10,84%;29,16%;2;4,08%;36%;0;0,00%;40,00%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
The Children's Place;18;20,00%;2;2,41%;17,59%;3;3,61%;16,39%;0;0,00%;20%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
The North Face;38;42,22%;39;46,99%;-4,77%;39;46,99%;-4,77%;18;36,73%;5%;14;41,18%;1,05%;7;23,33%;18,89%;0;0,00%;42,22%;;;;;;;;;;;;;;;;;
The Warehouse;8;8,89%;8;9,64%;-0,75%;9;10,84%;-1,95%;9;18,37%;-9%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Timberland;38;42,22%;39;46,99%;-4,77%;39;46,99%;-4,77%;18;36,73%;5%;14;41,18%;1,05%;7;23,33%;18,89%;0;0,00%;42,22%;;;;;;;;;;;;;;;;;
TJ Maxx;8;8,89%;7;8,43%;0,46%;7;8,43%;0,46%;4;8,16%;1%;5;14,71%;-5,82%;2;6,67%;2,22%;0;0,00%;8,89%;;;;;;;;;;;;;;;;;
Tod's;4;4,44%;5;6,02%;-1,58%;11;13,25%;-8,81%;10;20,41%;-16%;6;17,65%;-13,20%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Tom Ford;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;0;0,00%;0,00%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Tom Tailor;33;36,67%;22;26,51%;10,16%;15;18,07%;18,59%;3;6,12%;31%;3;8,82%;27,84%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Tommy Bahama;4;4,44%;2;2,41%;2,03%;2;2,41%;2,03%;2;4,08%;0%;0;0,00%;4,44%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Tommy Hilfiger;37;41,11%;29;34,94%;6,17%;35;42,17%;-1,06%;23;46,94%;-6%;11;32,35%;8,76%;6;20,00%;21,11%;6;21,43%;19,68%;;;;;;;;;;;;;;;;;
TOPVALU COLLECTION;7;7,78%;12;14,46%;-6,68%;10;12,05%;-4,27%;9;18,37%;-11%;4;11,76%;-3,99%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Tory Burch;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;0;0,00%;0,00%;0;0,00%;0,00%;;;#VALUE!;;;;;;;;;;;;;;;;;
Triumph;1;1,11%;1;1,20%;-0,09%;0;0,00%;1,11%;1;2,04%;-1%;0;0,00%;1,11%;0;0,00%;1,11%;0;0,00%;1,11%;;;;;;;;;;;;;;;;;
Truworths;3;3,33%;4;4,82%;-1,49%;5;6,02%;-2,69%;6;12,24%;-9%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
UGG;34;37,78%;34;40,96%;-3,19%;27;32,53%;5,25%;5;10,20%;28%;5;14,71%;23,07%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Under Armour;18;20,00%;6;7,23%;12,77%;6;7,23%;12,77%;5;10,20%;10%;5;14,71%;5,29%;1;3,33%;16,67%;4;14,29%;5,71%;;;;;;;;;;;;;;;;;
Uniqlo;37;41,11%;40;48,19%;-7,08%;27;32,53%;8,58%;17;34,69%;6%;9;26,47%;14,64%;4;13,33%;27,78%;4;14,29%;26,83%;;;;;;;;;;;;;;;;;
United Arrows;10;11,11%;5;6,02%;5,09%;5;6,02%;5,09%;2;4,08%;7%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
United Colors of Benetton;54;60,00%;34;40,96%;19,04%;31;37,35%;22,65%;10;20,41%;40%;9;26,47%;33,53%;4;13,33%;46,67%;0;0,00%;60,00%;;;;;;;;;;;;;;;;;
Urban Outfitters;11;12,22%;14;16,87%;-4,65%;15;18,07%;-5,85%;3;6,12%;6%;0;0,00%;12,22%;0;0,00%;12,22%;0;0,00%;12,22%;;;;;;;;;;;;;;;;;
Valentino;5;5,56%;0;0,00%;5,56%;2;2,41%;3,15%;2;4,08%;1%;1;2,94%;2,61%;0;0,00%;5,56%;;;#VALUE!;;;;;;;;;;;;;;;;;
Van Heusen;0;0,00%;0;0,00%;0,00%;35;42,17%;-42,17%;23;46,94%;-47%;11;32,35%;-32,35%;6;20,00%;-20,00%;;;#VALUE!;;;;;;;;;;;;;;;;;
Vans;37;41,11%;36;43,37%;-2,26%;37;44,58%;-3,47%;18;36,73%;4%;14;41,18%;-0,07%;7;23,33%;17,78%;;;#VALUE!;;;;;;;;;;;;;;;;;
Vero Moda;19;21,11%;25;30,12%;-9,01%;13;15,66%;5,45%;8;16,33%;5%;10;29,41%;-8,30%;3;10,00%;11,11%;;;#VALUE!;;;;;;;;;;;;;;;;;
Versace;18;20,00%;6;7,23%;12,77%;7;8,43%;11,57%;0;0,00%;20%;0;0,00%;20,00%;0;0,00%;20,00%;;;#VALUE!;;;;;;;;;;;;;;;;;
Very;6;6,67%;7;8,43%;-1,77%;9;10,84%;-4,18%;4;8,16%;-1%;3;8,82%;-2,16%;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Victoria's Secret;6;6,67%;3;3,61%;3,05%;4;4,82%;1,85%;6;12,24%;-6%;3;8,82%;-2,16%;1;3,33%;3,33%;0;0,00%;6,67%;;;;;;;;;;;;;;;;;
Walmart;15;16,67%;18;21,69%;-5,02%;15;18,07%;-1,41%;8;16,33%;0%;8;23,53%;-6,86%;4;13,33%;3,33%;0;0,00%;16,67%;;;;;;;;;;;;;;;;;
Woolworths South Africa;19;21,11%;17;20,48%;0,63%;19;22,89%;-1,78%;10;20,41%;1%;;;#VALUE!;;;#VALUE!;;;#VALUE!;;;;;;;;;;;;;;;;;
Wrangler;8;8,89%;27;32,53%;-23,64%;19;22,89%;-14,00%;18;36,73%;-28%;14;41,18%;-32,29%;7;23,33%;-14,44%;0;0,00%;8,89%;;;;;;;;;;;;;;;;;
Youngor;0;0,00%;0;0,00%;0,00%;0;0,00%;0,00%;0;0,00%;0%;0;0,00%;0,00%;0;0,00%;0,00%;;;#VALUE!;;;;;;;;;;;;;;;;;
Zalando;28;31,11%;30;36,14%;-5,03%;28;33,73%;-2,62%;14;28,57%;3%;12;35,29%;-4,18%;3;10,00%;21,11%;0;0,00%;31,11%;;;;;;;;;;;;;;;;;
Zara;52;57,78%;45;54,22%;3,56%;35;42,17%;15,61%;22;44,90%;13%;20;58,82%;-1,05%;16;53,33%;4,44%;9;32,14%;25,63%;;;;;;;;;;;;;;;;;
Zeeman;28;31,11%;29;34,94%;-3,83%;19;22,89%;8,22%;9;18,37%;13%;;;#VALUE!;;;#VALUE!;;;#VALUE!;Absolute - average scores for all brands in previous editions (including brands that since been removed in later editions);;;;;;;;;;;;;;;;
